code,SMILES,Metal,solvents,AATS5s,AATS6v,ATSC2dv,ATSC3dv,ATSC7dv,ATSC2s,ATSC3s,ATSC5m,ATSC6m,ATSC2v,ATSC5v,ATSC4pe,ATSC3i,AATSC4dv,AATSC5dv,AATSC2m,AATSC8v,PEOE_VSA10,SMR_VSA9,VSA_EState6,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Relative Molecular Weight,Permittivity,LogP,HBD,HBA,MPC,Boiling Point (°„C),PV
UDIWOW,C(=O)O,Ho,"N,N-diethylformamide",6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,67,164.93033,216,3.1,23.6,33,6.022,8.8,101.14,36.7,0.945,1,19.9,0.2,152,0.44614
UFUNAK,C1=CN=CC=C1C(=O)O,Cu,methanol,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,29,63.55,140,4.48,6.7,119,7.726,8.933,32.04,32.7,0.791,1,8.2,0.32,65,0.10434
UHUWEC,C1=CN=CC=C1C2=CC=NC=C2,Cu,"N,N-dimethylformamide",2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,29,63.55,140,4.48,6.7,119,7.726,8.933,73.09,36.7,-0.85,1,2,0.37,153,0.24328
ULOLAK,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,benzene,3.515151515,262.0000918,-9,-3,-65.25,-1.925925926,-0.444444444,99.502764,-378.735348,-233.8056233,619.5860344,-1.238475,-29.09014543,-0.315217391,-0.295454545,-2.890111,-12.97988325,0,34.16356797,11.26185185,30,65.4,139,4.45,6.4,-60,9.394,7.134,78.11,2.2,2.13,0,0,0.16,80.1,0.46094
UMEKEE,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,dimethylformamide,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.65914
USUQOQ,C1=C(OC(=C1)C(=O)O)C(=O)O,Nd,methanol,5.619047619,144.6504787,9.333333333,-17.11111111,-28.88888889,24.21296296,0.904320988,-58.02430904,271.6055111,-141.6918397,-52.99056242,-2.905322222,2.728500953,-2.397660819,-0.222222222,2.702140678,81.84243715,0,0,2.178148148,60,144.24,229,3.1,31.4,185,5.525,7.01,32.04,32.7,0.791,1,8.2,0.32,65,0.0713
UVUPOR,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,dimethylformamide,3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.63192
UVUPUX,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,dimethylformamide,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.22982
UVUQAE,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,dimethylformamide,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.22462
UWUQEJ,C1=CC(=C(C=C1C(=O)O)O)C(=O)O,Cu,"N,N-dimethylformamide",7.301587302,131.5607754,6.127423823,-33.79778393,28.54570637,29.96799015,-22.85349338,-156.6791501,223.4701475,-82.49993911,65.7008648,-1.073290305,-15.41176355,-0.981148046,-0.476553225,1.746852814,-3.605788684,11.31296332,5.749511833,3.053981481,29,63.55,140,4.48,6.7,119,7.726,8.933,73.09,36.7,-0.85,1,2,0.37,153,0.54804
UWUTIQ,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.43626
UXUZAP,C1=CN=CC=C1C(=O)O,Zn,dimethylformamide,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.29466
VAKREG,C1=CC(=CC=C1C(=O)O)C(=O)O,Co,dimethylformamide,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.4585
VAMXAK,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,"N,N-dimethylformamide",4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.28744
VASKOR,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,"N,N-dimethylformamide",4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,21,44.95591,211,3.34,17.8,18,6.561,2.99,73.09,36.7,-0.85,1,2,0.37,153,0.27362
VAZROF,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Fe,ethanol,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,26,55.84,194,4.06,8.4,15,7.902,7.874,46.07,24.3,-0.31,1,1,0.3,78.37,0.21884
VEDFER,C1=CN=CC=C1C(=O)O,Co,ethanol,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,27,58.93319,192,4.3,7.5,64,7.881,8.86,46.07,24.3,-0.31,1,1,0.3,78.37,0.40048
VEDFOB,C1=CN=CC=C1C(=O)O,Co,cyclohexane,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,27,58.93319,192,4.3,7.5,64,7.881,8.86,84.16,2.02,3.44,0,2,0.17,80.7,0.4112
VEGYUD,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Cd,"N,N-dimethylformamide",5.182222222,130.6515115,14.88888889,-12.77777778,35.66666667,36.66666667,-3.444444444,-310.886279,-55.760216,-109.2228995,-493.3278434,-1.067288889,-2.779407101,-0.837606838,-0.768888889,0.202953053,26.48408176,0,0,9.193949358,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.12688
VEHKEA,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.55068
VEJYEP,C1=CN=CN1,Zn,"N,N-dimethylacetamide",6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,32.2,-0.85,1,2,0.25,165.1,0.2937
VEJYEP01,C1=CN=CN1,Zn,"N,N-dimethylacetamide",6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,32.2,-0.85,1,2,0.25,165.1,0.2969
VEJYUF01,C1=CN=CN1,Zn,"N,N-dimethylformamide",6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.23322
VEJYUF10,C1=CN=CN1,Zn,"N,N-dimethylformamide",6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.2105
VELBAQ,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,dimethylformamide,3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.8032
VETJAI,C1CN2CCN1CC2,Zn,methanol,1,146.7274789,-30.18,-40.65,0,-1.125,-2.0625,508.0166554,0,55.00385896,726.9504707,0.127008,10.7960044,0.11,1.21,-2.894982731,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,0.18966
VEWREX,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,In,"N,N-dimethylformamide",3.406349206,195.1745665,7.122769064,-74.70308275,133.1195241,56.84442041,2.407427438,-499.7510135,345.1171454,-388.8149985,-209.4552147,-4.049456463,-11.4038192,-1.302707346,-0.35027428,0.034641831,-1.026993979,0,0,18.5093487,49,114.818,193,3.1,9.7,29,5.786,7.31,73.09,36.7,-0.85,1,2,0.37,153,0.38238
VITYOO,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Nd,"N,N-dimethylformamide",5.132132132,215.6352135,2,-72,-76,70.44444444,-12,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,0,11.12690298,6.464397203,60,144.24,229,3.1,31.4,185,5.525,7.01,73.09,36.7,-0.85,1,2,0.37,153,0.43242
VITYUU,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Eu,"N,N-dimethylformamide",5.132132132,215.6352135,2,-72,-76,70.44444444,-12,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,0,11.12690298,6.464397203,63,151.964,233,3.1,27.7,83,5.67,5.24,73.09,36.7,-0.85,1,2,0.37,153,0.33934
VITZAB,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Tb,"N,N-dimethylformamide",5.132132132,215.6352135,2,-72,-76,70.44444444,-12,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,0,11.12690298,6.464397203,65,158.92535,221,3.1,25.5,112,5.864,8.23,73.09,36.7,-0.85,1,2,0.37,153,0.34864
VITZEF,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Sm,"N,N-dimethylformamide",5.132132132,215.6352135,2,-72,-76,70.44444444,-12,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,0,11.12690298,6.464397203,62,150.4,229,3.1,28.8,16,5.644,7.52,73.09,36.7,-0.85,1,2,0.37,153,0.34008
VITZIJ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Dy,"N,N-dimethylformamide",5.132132132,215.6352135,2,-72,-76,70.44444444,-12,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,0,11.12690298,6.464397203,66,162.5,229,3.1,24.5,34,5.939,8.55,73.09,36.7,-0.85,1,2,0.37,153,0.33926
VIYZIO,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Zn,dimethylformamide,5.182222222,130.6515115,14.88888889,-12.77777778,35.66666667,36.66666667,-3.444444444,-310.886279,-55.760216,-109.2228995,-493.3278434,-1.067288889,-2.779407101,-0.837606838,-0.768888889,0.202953053,26.48408176,0,0,9.193949358,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.1266
VIYZIO01,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Zn,dimethylformamide,5.182222222,130.6515115,14.88888889,-12.77777778,35.66666667,36.66666667,-3.444444444,-310.886279,-55.760216,-109.2228995,-493.3278434,-1.067288889,-2.779407101,-0.837606838,-0.768888889,0.202953053,26.48408176,0,0,9.193949358,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.10004
VIZQEC,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Co,"N,N-dimethylformamide",4.588374486,209.0327739,21.77777778,-3.555555556,140.4444444,52.30013086,6.780330881,-297.1101868,929.853764,-155.6229214,270.910299,-4.989431217,-24.47663291,-1.444444444,-1.125925926,2.85108185,-0.95090704,0,0,9.574319938,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.12272
VOBQEK,C1=CC(=CC=C1C(=O)O)C(=O)O,Mn,methanol,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,25,54.93804,197,3.72,9.4,-50,7.434,7.3,32.04,32.7,0.791,1,8.2,0.32,65,0.0993
VOCKUT,C1=CC(=CN=C1)C(=O)O,Co,ethanol,4.866666667,77.46190551,-4.326530612,-12.20408163,6.612244898,14.48752834,-3.169501134,25.32871978,-76.6296337,-126.5633675,87.63283563,-0.249644898,-13.41592119,-0.575725027,-0.373469388,-3.129332876,23.35832815,0,0,3.08212963,27,58.93319,192,4.3,7.5,64,7.881,8.86,46.07,24.3,-0.31,1,1,0.3,78.37,0.15734
VOPCEK,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Ce,dimethylformamide,3.720867209,198.5794015,-1.668639053,-43.73964497,32.66863905,31.30177515,-5.586456279,-32.94045473,292.8465004,-140.2220272,281.4722231,-1.561618935,-19.25705899,-1.231715976,0.138115168,-0.39660291,-12.23068983,0,11.38785599,5.868414588,58,140.116,235,3.1,29.6,635,5.539,6.77,73.09,36.7,-0.85,1,2,0.37,153,0.08824
VOPCIO,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Ce,"N,N-dimethylformamide",3.720867209,198.5794015,-1.668639053,-43.73964497,32.66863905,31.30177515,-5.586456279,-32.94045473,292.8465004,-140.2220272,281.4722231,-1.561618935,-19.25705899,-1.231715976,0.138115168,-0.39660291,-12.23068983,0,11.38785599,5.868414588,58,140.116,235,3.1,29.6,635,5.539,6.77,73.09,36.7,-0.85,1,2,0.37,153,0.40392
VOQWUV,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,ethanol,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,48,112.41,158,4.33,7.2,-70,8.994,8.69,46.07,24.3,-0.31,1,1,0.3,78.37,0.05158
VOVXAI,C1=CN=CC=C1C2=CC=NC=C2,Cd,"N,N-dimethylformamide",2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.27454
VOXKIE,C1=CC(=CC=C1C(=O)O)C(=O)O,Tb,dimethylformamide,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,65,158.92535,221,3.1,25.5,112,5.864,8.23,73.09,36.7,-0.85,1,2,0.37,153,0.29794
VUDQOB,C1=CC(=CC=C1C(=O)O)C(=O)O,Yb,dimethylformamide,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,70,173.05,242,3.1,21,-2,6.254,6.9,73.09,36.7,-0.85,1,2,0.37,153,0.16528
VUHNET,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,cyclohexane,3.515151515,262.0000918,-9,-3,-65.25,-1.925925926,-0.444444444,99.502764,-378.735348,-233.8056233,619.5860344,-1.238475,-29.09014543,-0.315217391,-0.295454545,-2.890111,-12.97988325,0,34.16356797,11.26185185,30,65.4,139,4.45,6.4,-60,9.394,7.134,84.16,2.02,3.44,0,2,0.17,80.7,0.49174
VUKJOC,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Tb,dimethylformamide,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,65,158.92535,221,3.1,25.5,112,5.864,8.23,73.09,36.7,-0.85,1,2,0.37,153,0.10616
VUKJUI,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Dy,dimethylformamide,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,66,162.5,229,3.1,24.5,34,5.939,8.55,73.09,36.7,-0.85,1,2,0.37,153,0.11508
VUKSOL,C1=C(OC(=C1)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",5.619047619,144.6504787,9.333333333,-17.11111111,-28.88888889,24.21296296,0.904320988,-58.02430904,271.6055111,-141.6918397,-52.99056242,-2.905322222,2.728500953,-2.397660819,-0.222222222,2.702140678,81.84243715,0,0,2.178148148,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.47458
VUKSUR,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Nd,dimethylformamide,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,60,144.24,229,3.1,31.4,185,5.525,7.01,73.09,36.7,-0.85,1,2,0.37,153,0.20474
VUKTAY,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Sm,dimethylformamide,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,62,150.4,229,3.1,28.8,16,5.644,7.52,73.09,36.7,-0.85,1,2,0.37,153,0.19776
VUKTEC,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Eu,dimethylformamide,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,63,151.964,233,3.1,27.7,83,5.67,5.24,73.09,36.7,-0.85,1,2,0.37,153,0.1853
VUKTIG,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Gd,dimethylformamide,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,64,157.2,237,3.1,23.5,13,6.15,7.9,73.09,36.7,-0.85,1,2,0.37,153,0.1942
VUKTOM,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Tb,dimethylformamide,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,65,158.92535,221,3.1,25.5,112,5.864,8.23,73.09,36.7,-0.85,1,2,0.37,153,0.2775
VUKTUS,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Dy,dimethylformamide,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,66,162.5,229,3.1,24.5,34,5.939,8.55,73.09,36.7,-0.85,1,2,0.37,153,0.28472
VUNPOL,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,N-methylformamide,3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,182,-0.1,1,2,0.26,163,0.10162
VUQJUN,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Mn,"N,N-dimethylformamide",3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,0.40578
VUQJUN01,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Mn,"N,N-dimethylformamide",3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,0.40606
VUWSAJ,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Nd,"N,N-dimethylacetamide",4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,60,144.24,229,3.1,31.4,185,5.525,7.01,87.12,32.2,-0.85,1,2,0.25,165.1,0.38372
WAMRIN,C1=C(C=C(C=C1C(=O)O)N)C(=O)O,Mg,"N,N-dimethylacetamide",7.862068966,106.0322075,9.01,-33.17,13.5,36.64555556,-16.68555556,235.4877128,-522.9619364,4.290158193,-355.2791089,-1.7113,-16.76817217,-0.12,0.445172414,4.203716805,69.38641121,0,0,3.46287037,12,24.305,173,3.75,10.6,-40,7.646,1.74,87.12,32.2,-0.85,1,2,0.25,165.1,0.43468
WAMRIN01,C1=C(C=C(C=C1C(=O)O)N)C(=O)O,Mg,"N,N-dimethylacetamide",7.862068966,106.0322075,9.01,-33.17,13.5,36.64555556,-16.68555556,235.4877128,-522.9619364,4.290158193,-355.2791089,-1.7113,-16.76817217,-0.12,0.445172414,4.203716805,69.38641121,0,0,3.46287037,12,24.305,173,3.75,10.6,-40,7.646,1.74,87.12,32.2,-0.85,1,2,0.25,165.1,0.42902
WAMRIN02,C1=C(C=C(C=C1C(=O)O)N)C(=O)O,Mg,"N,N-dimethylacetamide",7.862068966,106.0322075,9.01,-33.17,13.5,36.64555556,-16.68555556,235.4877128,-522.9619364,4.290158193,-355.2791089,-1.7113,-16.76817217,-0.12,0.445172414,4.203716805,69.38641121,0,0,3.46287037,12,24.305,173,3.75,10.6,-40,7.646,1.74,87.12,32.2,-0.85,1,2,0.25,165.1,0.4261
