code,SMILES,Metal,solvents,AATS5s,AATS0i,AATS3i,ATSC2dv,ATSC3Z,ATSC2v,ATSC5v,ATSC8v,ATSC6are,ATSC3i,ATSC7i,AATSC3s,AATSC0Z,AATSC3Z,AATSC0m,AATSC2m,AATSC3m,PEOE_VSA7,EState_VSA2,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Relative Molecular Weight,Permittivity,LogP,HBD,HBA,MPC,Boiling Point (°„C),SSA
TOYHIB,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,Ti,"N,N-dimethylformamide",3.05026455,154.2092758,145.963084,-6.633217993,-72.16608997,-272.2080821,911.6421651,-434.9264188,1.850657439,-21.2120641,-37.6854775,0.052267347,6.955017301,-0.633035877,32.94325277,-0.588251461,-3.083480907,87.97801257,16.69035448,5.7822,22,47.867,187,3.45,14.6,8,6.828,4.5,73.09,36.7,-0.85,1,2,0.37,153,1028.73
TUBCEA,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,methanol,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,32.04,32.7,0.791,1,8.2,0.32,65,243.195
TUDHUW,CC1=NC=CN1,Zn,methanol,1,169.9302885,177.3343753,-5.555555556,-79.77777778,-38.5420247,267.0900931,0,0,11.12972077,0,-0.345395334,7.222222222,-4.692810458,34.48016914,3.174938037,-22.07777349,6.9237372,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,1361.21
TUDJAE,CC1=NC=CN1,Zn,methanol,1,169.9302885,177.3343753,-5.555555556,-79.77777778,-38.5420247,267.0900931,0,0,11.12972077,0,-0.345395334,7.222222222,-4.692810458,34.48016914,3.174938037,-22.07777349,6.9237372,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,1439.39
TUDJEI,CC1=NC=CN1,Zn,methanol,1,169.9302885,177.3343753,-5.555555556,-79.77777778,-38.5420247,267.0900931,0,0,11.12972077,0,-0.345395334,7.222222222,-4.692810458,34.48016914,3.174938037,-22.07777349,6.9237372,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,1420.75
TUDJIM,CC1=NC=CN1,Zn,methanol,1,169.9302885,177.3343753,-5.555555556,-79.77777778,-38.5420247,267.0900931,0,0,11.12972077,0,-0.345395334,7.222222222,-4.692810458,34.48016914,3.174938037,-22.07777349,6.9237372,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,1377.59
TUDJOS,CC1=NC=CN1,Zn,methanol,1,169.9302885,177.3343753,-5.555555556,-79.77777778,-38.5420247,267.0900931,0,0,11.12972077,0,-0.345395334,7.222222222,-4.692810458,34.48016914,3.174938037,-22.07777349,6.9237372,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,1421.2
TUDJUY,CC1=NC=CN1,Zn,methanol,1,169.9302885,177.3343753,-5.555555556,-79.77777778,-38.5420247,267.0900931,0,0,11.12972077,0,-0.345395334,7.222222222,-4.692810458,34.48016914,3.174938037,-22.07777349,6.9237372,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,1413.08
TUDKAF,CC1=NC=CN1,Zn,methanol,1,169.9302885,177.3343753,-5.555555556,-79.77777778,-38.5420247,267.0900931,0,0,11.12972077,0,-0.345395334,7.222222222,-4.692810458,34.48016914,3.174938037,-22.07777349,6.9237372,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,1417.78
TUDKEJ,CC1=NC=CN1,Zn,methanol,1,169.9302885,177.3343753,-5.555555556,-79.77777778,-38.5420247,267.0900931,0,0,11.12972077,0,-0.345395334,7.222222222,-4.692810458,34.48016914,3.174938037,-22.07777349,6.9237372,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,1370.96
UDIWOW,C(=O)O,Ho,"N,N-diethylformamide",6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,67,164.93033,216,3.1,23.6,33,6.022,8.8,101.14,36.7,0.945,1,19.9,0.2,152,1126.78
UFUNAK,C1=CN=CC=C1C(=O)O,Cu,methanol,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,29,63.55,140,4.48,6.7,119,7.726,8.933,32.04,32.7,0.791,1,8.2,0.32,65,28.4502
UHUWEC,C1=CN=CC=C1C2=CC=NC=C2,Cu,"N,N-dimethylformamide",2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,73.09,36.7,-0.85,1,2,0.37,153,517.592
ULOLAK,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,benzene,3.515151515,160.2430725,155.5339184,-9,3,-233.8056233,619.5860344,-1090.310193,-1.01805,-29.09014543,1.555658253,-0.00617284,6.25,0.041666667,29.897114,-2.890111,0.1943605,36.39820241,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,78.11,2.2,2.13,0,0,0.16,80.1,1189.61
UMEKEE,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,dimethylformamide,4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,3194
USUQOQ,C1=C(OC(=C1)C(=O)O)C(=O)O,Nd,methanol,5.619047619,161.8462116,161.1628664,9.333333333,-7.444444444,-141.6918397,-52.99056242,81.84243715,3.122755556,2.728500953,3.522932518,0.039318304,7.555555556,-0.323671498,35.01026736,2.702140678,-1.786771977,12.13273414,11.52049484,0.676,60,144.24,229,3.1,31.4,185,5.525,7.01,32.04,32.7,0.791,1,8.2,0.32,65,56.1773
UVUPOR,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,dimethylformamide,3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,3171.7
UVUPUX,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,dimethylformamide,3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,412.0803
UVUQAE,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,dimethylformamide,3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,490.304
UWUQEJ,C1=CC(=C(C=C1C(=O)O)O)C(=O)O,Cu,"N,N-dimethylformamide",7.301587302,160.5851153,151.5828774,6.127423823,-31.48199446,-82.49993911,65.7008648,-14.42315473,-0.473933518,-15.41176355,2.289057215,-0.652956954,7.83933518,-0.899485556,36.5352815,1.746852814,-4.275314589,18.19910121,11.12690298,0.7886,29,63.55,140,4.48,6.7,119,7.726,8.933,73.09,36.7,-0.85,1,2,0.37,153,2235.42
UWUTIQ,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1435.76
UXUZAP,C1=CN=CC=C1C(=O)O,Zn,dimethylformamide,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,471.76
VAKREG,C1=CC(=CC=C1C(=O)O)C(=O)O,Co,dimethylformamide,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1747.26
VAMXAK,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,"N,N-dimethylformamide",4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,753.78
VASKOR,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,"N,N-dimethylformamide",4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,73.09,36.7,-0.85,1,2,0.37,153,587.862
VAZROF,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Fe,ethanol,4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,26,55.84,194,4.06,8.4,15,7.902,7.874,46.07,24.3,-0.31,1,1,0.3,78.37,520.67
VEDFER,C1=CN=CC=C1C(=O)O,Co,ethanol,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,46.07,24.3,-0.31,1,1,0.3,78.37,1144.15
VEDFOB,C1=CN=CC=C1C(=O)O,Co,cyclohexane,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,84.16,2.02,3.44,0,2,0.17,80.7,1181.69
VEGYUD,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Cd,"N,N-dimethylformamide",5.182222222,155.944943,147.5058011,14.88888889,8.888888889,-109.2228995,-493.3278434,158.9044906,-1.866666667,-2.779407101,13.83633736,-0.068888889,7.222222222,0.177777778,33.988018,0.202953053,0.83975892,22.90518257,11.12690298,2.2362,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,242.433
VEHKEA,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1666.39
VEJYEP,C1=CN=CN1,Zn,"N,N-dimethylacetamide",6.089439787,171.3926447,173.9353714,-15,-30,-133.4506,0,0,0,-1.484482744,0,-0.167789001,7.333333333,-2.727272727,34.91960756,-11.32507474,-13.04849407,0,0,0.4097,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,32.2,-0.85,1,2,0.25,165.1,626.451
VEJYEP01,C1=CN=CN1,Zn,"N,N-dimethylacetamide",6.089439787,171.3926447,173.9353714,-15,-30,-133.4506,0,0,0,-1.484482744,0,-0.167789001,7.333333333,-2.727272727,34.91960756,-11.32507474,-13.04849407,0,0,0.4097,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,32.2,-0.85,1,2,0.25,165.1,613.577
VEJYUF01,C1=CN=CN1,Zn,"N,N-dimethylformamide",6.089439787,171.3926447,173.9353714,-15,-30,-133.4506,0,0,0,-1.484482744,0,-0.167789001,7.333333333,-2.727272727,34.91960756,-11.32507474,-13.04849407,0,0,0.4097,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,392.581
VEJYUF10,C1=CN=CN1,Zn,"N,N-dimethylformamide",6.089439787,171.3926447,173.9353714,-15,-30,-133.4506,0,0,0,-1.484482744,0,-0.167789001,7.333333333,-2.727272727,34.91960756,-11.32507474,-13.04849407,0,0,0.4097,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,332.206
VELBAQ,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,dimethylformamide,3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,5152.09
VETJAI,C1CN2CCN1CC2,Zn,methanol,1,170.1129043,167.9573224,-30.18,-125.85,55.00385896,726.9504707,0,0,10.7960044,0,-0.0375,6.69,-2.288181818,32.04984216,-2.894982731,-10.91127245,0,0,-0.3824,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,282.66529
VEWREX,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,In,"N,N-dimethylformamide",3.406349206,157.218466,152.1448077,7.122769064,-45.40075717,-388.8149985,-209.4552147,-83.18651229,6.086295998,-11.4038192,6.851353018,0.025886317,7.223363981,-0.488180185,34.07653056,0.034641831,-2.309973103,72.79640482,16.69035448,4.251,49,114.818,193,3.1,9.7,29,5.786,7.31,73.09,36.7,-0.85,1,2,0.37,153,1279.28
VITYOO,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Nd,"N,N-dimethylformamide",5.132132132,157.6910737,146.7305362,2,-90,-51.59703123,370.5888096,90.71483263,2.862975779,-21.43958889,14.31855002,-0.171428571,7.294117647,-1.285714286,34.06980826,1.543624954,-6.167148809,47.52510539,33.38070895,2.1464,60,144.24,229,3.1,31.4,185,5.525,7.01,73.09,36.7,-0.85,1,2,0.37,153,1172.15
VITYUU,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Eu,"N,N-dimethylformamide",5.132132132,157.6910737,146.7305362,2,-90,-51.59703123,370.5888096,90.71483263,2.862975779,-21.43958889,14.31855002,-0.171428571,7.294117647,-1.285714286,34.06980826,1.543624954,-6.167148809,47.52510539,33.38070895,2.1464,63,151.964,233,3.1,27.7,83,5.67,5.24,73.09,36.7,-0.85,1,2,0.37,153,697.431
VITZAB,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Tb,"N,N-dimethylformamide",5.132132132,157.6910737,146.7305362,2,-90,-51.59703123,370.5888096,90.71483263,2.862975779,-21.43958889,14.31855002,-0.171428571,7.294117647,-1.285714286,34.06980826,1.543624954,-6.167148809,47.52510539,33.38070895,2.1464,65,158.92535,221,3.1,25.5,112,5.864,8.23,73.09,36.7,-0.85,1,2,0.37,153,680.363
VITZEF,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Sm,"N,N-dimethylformamide",5.132132132,157.6910737,146.7305362,2,-90,-51.59703123,370.5888096,90.71483263,2.862975779,-21.43958889,14.31855002,-0.171428571,7.294117647,-1.285714286,34.06980826,1.543624954,-6.167148809,47.52510539,33.38070895,2.1464,62,150.4,229,3.1,28.8,16,5.644,7.52,73.09,36.7,-0.85,1,2,0.37,153,667.129
VITZIJ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Dy,"N,N-dimethylformamide",5.132132132,157.6910737,146.7305362,2,-90,-51.59703123,370.5888096,90.71483263,2.862975779,-21.43958889,14.31855002,-0.171428571,7.294117647,-1.285714286,34.06980826,1.543624954,-6.167148809,47.52510539,33.38070895,2.1464,66,162.5,229,3.1,24.5,34,5.939,8.55,73.09,36.7,-0.85,1,2,0.37,153,649.152
VIYZIO,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Zn,dimethylformamide,5.182222222,155.944943,147.5058011,14.88888889,8.888888889,-109.2228995,-493.3278434,158.9044906,-1.866666667,-2.779407101,13.83633736,-0.068888889,7.222222222,0.177777778,33.988018,0.202953053,0.83975892,22.90518257,11.12690298,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,82.7005
VIYZIO01,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Zn,dimethylformamide,5.182222222,155.944943,147.5058011,14.88888889,8.888888889,-109.2228995,-493.3278434,158.9044906,-1.866666667,-2.779407101,13.83633736,-0.068888889,7.222222222,0.177777778,33.988018,0.202953053,0.83975892,22.90518257,11.12690298,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,85.6933
VIZQEC,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Co,"N,N-dimethylformamide",4.588374486,156.2688719,147.5378296,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,1.107159209,-24.47663291,6.164419496,0.102732286,11.24869927,-1.878220288,50.55824058,2.85108185,-8.114321637,48.53093655,20.91786993,1.9158,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,205.356
VOBQEK,C1=CC(=CC=C1C(=O)O)C(=O)O,Mn,methanol,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,25,54.93804,197,3.72,9.4,-50,7.434,7.3,32.04,32.7,0.791,1,8.2,0.32,65,85.4746
VOCKUT,C1=CC(=CN=C1)C(=O)O,Co,ethanol,4.866666667,161.9640736,156.7373575,-4.326530612,-13.7755102,-126.5633675,87.63283563,0,-0.52484898,-13.41592119,0.869421309,-0.137804397,7.530612245,-0.598935226,35.44306652,-3.129332876,-2.983377723,12.13273414,5.563451492,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,46.07,24.3,-0.31,1,1,0.3,78.37,237.59
VOPCEK,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Ce,dimethylformamide,3.720867209,160.1984138,154.1273308,-1.668639053,-27.81656805,-140.2220272,281.4722231,-269.0751763,1.090269822,-19.25705899,4.695555829,-0.111729126,7.053254438,-0.556331361,33.14799302,-0.39660291,-2.702926602,24.26546827,11.12690298,1.54,58,140.116,235,3.1,29.6,635,5.539,6.77,73.09,36.7,-0.85,1,2,0.37,153,69.775
VOPCIO,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Ce,"N,N-dimethylformamide",3.720867209,160.1984138,154.1273308,-1.668639053,-27.81656805,-140.2220272,281.4722231,-269.0751763,1.090269822,-19.25705899,4.695555829,-0.111729126,7.053254438,-0.556331361,33.14799302,-0.39660291,-2.702926602,24.26546827,11.12690298,1.54,58,140.116,235,3.1,29.6,635,5.539,6.77,73.09,36.7,-0.85,1,2,0.37,153,1222.71
VOQWUV,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,ethanol,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,46.07,24.3,-0.31,1,1,0.3,78.37,42.6824
VOVXAI,C1=CN=CC=C1C2=CC=NC=C2,Cd,"N,N-dimethylformamide",2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,654.026
VOXKIE,C1=CC(=CC=C1C(=O)O)C(=O)O,Tb,dimethylformamide,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,65,158.92535,221,3.1,25.5,112,5.864,8.23,73.09,36.7,-0.85,1,2,0.37,153,483.733
VUDQOB,C1=CC(=CC=C1C(=O)O)C(=O)O,Yb,dimethylformamide,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,70,173.05,242,3.1,21,-2,6.254,6.9,73.09,36.7,-0.85,1,2,0.37,153,228.664
VUHNET,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,cyclohexane,3.515151515,160.2430725,155.5339184,-9,3,-233.8056233,619.5860344,-1090.310193,-1.01805,-29.09014543,1.555658253,-0.00617284,6.25,0.041666667,29.897114,-2.890111,0.1943605,36.39820241,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,84.16,2.02,3.44,0,2,0.17,80.7,1270.46
VUKJOC,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Tb,dimethylformamide,3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,65,158.92535,221,3.1,25.5,112,5.864,8.23,73.09,36.7,-0.85,1,2,0.37,153,135.401
VUKJUI,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Dy,dimethylformamide,3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,66,162.5,229,3.1,24.5,34,5.939,8.55,73.09,36.7,-0.85,1,2,0.37,153,158.384
VUKSOL,C1=C(OC(=C1)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",5.619047619,161.8462116,161.1628664,9.333333333,-7.444444444,-141.6918397,-52.99056242,81.84243715,3.122755556,2.728500953,3.522932518,0.039318304,7.555555556,-0.323671498,35.01026736,2.702140678,-1.786771977,12.13273414,11.52049484,0.676,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1569.6
VUKSUR,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Nd,dimethylformamide,3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,60,144.24,229,3.1,31.4,185,5.525,7.01,73.09,36.7,-0.85,1,2,0.37,153,377.804
VUKTAY,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Sm,dimethylformamide,3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,62,150.4,229,3.1,28.8,16,5.644,7.52,73.09,36.7,-0.85,1,2,0.37,153,311.824
VUKTEC,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Eu,dimethylformamide,3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,63,151.964,233,3.1,27.7,83,5.67,5.24,73.09,36.7,-0.85,1,2,0.37,153,292.617
VUKTIG,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Gd,dimethylformamide,3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,64,157.2,237,3.1,23.5,13,6.15,7.9,73.09,36.7,-0.85,1,2,0.37,153,330.126
